request_date,response_code
2016-11-14 12:54:29.393,204
2016-11-14 13:09:33.345,200
2016-11-14 13:07:24.038,200
2016-11-14 13:09:27.801,200
2016-11-14 13:09:42.742,304
2016-11-14 13:09:45.247,304
2016-11-14 13:08:06.342,200
2016-11-14 13:06:09.060,200
2016-11-14 13:09:42.042,200
2016-11-14 13:08:09.477,201
2016-11-14 13:09:50.354,200
2016-11-14 13:09:47.257,200
2016-11-14 13:09:54.328,304
2016-11-14 14:55:00.670,404
2016-11-14 16:05:08.645,201
2016-11-14 16:13:05.523,201
2016-11-14 15:20:36.879,404
2016-11-15 08:24:24.636,204
2016-11-14 16:05:01.757,201
2016-11-15 09:55:47.590,200
2016-11-15 09:55:47.646,404
2016-11-15 09:55:54.499,201
2016-11-15 09:53:24.015,201
2016-11-15 08:25:11.212,201
2016-11-15 09:53:21.145,201
2016-11-15 09:57:34.138,201
2016-11-15 09:52:49.754,302
2016-11-15 09:53:45.051,201
2016-11-15 10:08:15.814,200
2016-11-15 10:08:16.070,304
2016-11-15 10:08:18.361,200
2016-11-15 10:07:49.293,201
2016-11-15 10:01:02.061,204
2016-11-15 10:08:15.046,200
2016-11-15 10:08:17.720,200
2016-11-15 10:08:19.399,200
2016-11-15 10:07:46.015,201
2016-11-15 10:02:26.665,201
2016-11-15 10:42:50.879,200
2016-11-15 10:08:25.818,204
2016-11-15 10:10:11.215,204
2016-11-15 10:08:22.251,200
2016-11-15 10:08:20.491,304
2016-11-15 10:41:48.607,204
2016-11-15 10:42:48.797,200
2016-11-15 10:45:23.270,200
2016-11-15 10:22:43.487,201
2016-11-15 11:43:53.936,200
2016-11-15 11:45:45.138,200
2016-11-15 10:45:24.429,200
2016-11-15 10:45:24.722,304
2016-11-15 11:35:13.410,404
2016-11-15 11:43:41.801,201
2016-11-15 11:33:37.965,201
2016-11-15 11:42:53.272,201
2016-11-15 11:46:09.761,204
2016-11-15 11:45:10.262,201
2016-11-15 11:55:02.865,201
2016-11-15 11:57:42.501,201
2016-11-15 11:59:01.522,201
2016-11-15 11:56:54.157,201
2016-11-15 11:58:05.945,201
2016-11-15 11:46:39.538,201
2016-11-15 11:46:50.898,201
2016-11-15 11:55:00.040,201
2016-11-15 11:46:36.857,201
2016-11-15 13:14:15.568,200
2016-11-15 13:10:56.077,200
2016-11-15 13:14:24.940,404
2016-11-15 13:14:27.952,201
2016-11-15 11:59:35.966,201
2016-11-15 13:13:47.865,201
2016-11-15 13:13:18.597,204
2016-11-15 11:59:33.050,204
2016-11-15 13:14:34.681,200
2016-11-15 13:14:42.228,404
2016-11-15 13:36:38.615,404
2016-11-15 13:35:56.256,404
2016-11-15 13:35:51.135,201
2016-11-15 13:18:57.235,201
2016-11-15 13:35:48.516,204
2016-11-15 13:15:40.026,204
2016-11-15 13:19:58.325,201
2016-11-15 13:15:43.971,500
2016-11-15 13:36:41.096,201
2016-11-15 13:36:51.784,201
2016-11-15 13:41:15.384,201
2016-11-15 13:44:32.719,201
2016-11-15 13:44:29.437,201
2016-11-15 13:38:31.783,204
2016-11-15 13:41:38.390,204
2016-11-15 13:44:30.424,201
2016-11-15 13:41:12.611,201
2016-11-15 13:45:01.562,200
2016-11-15 13:47:17.743,404
2016-11-15 14:12:31.823,404
2016-11-15 13:46:42.211,404
2016-11-15 13:44:36.397,201
2016-11-15 14:12:35.102,201
2016-11-15 13:46:37.409,201
2016-11-15 13:45:00.018,200
2016-11-15 13:46:38.404,201
2016-11-15 14:14:59.283,200
2016-11-15 14:12:43.098,200
2016-11-15 14:16:46.644,200
2016-11-15 14:13:31.803,204
2016-11-15 14:12:54.797,200
2016-11-15 14:13:27.228,304
2016-11-15 14:12:53.241,304
2016-11-15 14:13:11.509,404
2016-11-15 14:12:52.343,200
2016-11-15 14:20:57.811,200
2016-11-15 14:22:01.599,404
2016-11-15 14:20:48.998,404
2016-11-15 14:21:07.479,404
2016-11-15 14:20:51.885,201
2016-11-15 14:20:15.119,201
2016-11-15 14:19:38.403,200
2016-11-15 14:22:22.704,200
2016-11-15 15:21:42.877,201
2016-11-15 15:27:15.790,200
2016-11-15 15:27:11.726,200
2016-11-15 15:27:09.299,200
2016-11-15 15:28:10.073,404
2016-11-15 15:22:00.988,404
2016-11-15 15:22:04.884,201
2016-11-15 15:28:10.855,404
2016-11-15 15:27:10.811,200
2016-11-15 15:28:06.160,201
2016-11-15 15:28:40.024,200
2016-11-15 15:29:09.183,200
2016-11-15 15:31:29.621,200
2016-11-15 15:29:15.584,404
2016-11-15 15:32:35.704,201
2016-11-16 07:31:22.085,200
2016-11-15 15:28:26.620,404
2016-11-15 15:28:59.616,404
2016-11-15 15:31:28.136,200
2016-11-16 07:32:16.340,200
2016-11-16 07:32:16.930,200
2016-11-16 07:32:24.181,200
2016-11-16 07:31:55.964,304
2016-11-16 07:31:52.100,304
2016-11-16 07:31:26.300,200
2016-11-16 07:31:45.231,200
2016-11-16 07:31:52.946,200
2016-11-16 07:33:04.786,200
2016-11-16 07:32:57.464,201
2016-11-16 07:39:24.055,200
2016-11-16 07:42:08.248,404
2016-11-16 07:39:37.943,201
2016-11-16 07:34:13.200,201
2016-11-16 08:11:26.163,204
2016-11-16 07:39:22.531,200
2016-11-16 07:39:48.259,200
2016-11-16 08:04:16.879,201
2016-11-16 07:42:04.992,201
2016-11-16 09:40:10.627,404
2016-11-16 09:48:30.691,201
2016-11-16 08:23:29.012,201
2016-11-16 09:47:43.971,201
2016-11-16 09:43:02.213,404
2016-11-16 08:12:41.182,404
2016-11-16 08:25:31.003,200
2016-11-16 08:25:45.899,201
2016-11-16 08:20:32.535,201
2016-11-16 10:56:57.724,404
2016-11-16 11:10:35.359,201
2016-11-16 11:22:40.081,201
2016-11-16 10:54:36.097,201
2016-11-16 11:09:02.098,201
2016-11-16 11:06:32.626,204
2016-11-16 11:25:49.430,204
2016-11-16 10:59:46.412,204
2016-11-16 09:50:54.260,201
2016-11-16 11:58:31.750,404
2016-11-16 11:25:52.323,201
2016-11-16 11:58:30.900,201
2016-11-16 11:35:21.499,201
2016-11-16 11:38:54.737,201
2016-11-16 11:47:02.656,201
2016-11-16 11:47:07.789,204
2016-11-16 11:35:18.962,201
2016-11-16 11:58:26.141,201
2016-11-16 12:17:55.231,200
2016-11-16 12:17:41.799,302
2016-11-16 12:17:42.005,200
2016-11-16 12:17:42.146,200
2016-11-16 12:17:46.646,200
2016-11-16 12:17:46.652,200
2016-11-16 12:17:43.892,302
2016-11-16 12:17:16.900,201
2016-11-16 12:14:26.660,201
2016-11-16 11:59:35.747,404
2016-11-16 11:59:37.333,404
2016-11-16 12:14:23.369,201
2016-11-16 12:49:59.064,200
2016-11-16 12:29:18.869,404
2016-11-16 12:27:44.587,201
2016-11-16 12:37:30.070,201
2016-11-16 12:29:31.728,201
2016-11-16 12:35:23.166,201
2016-11-16 12:37:10.816,201
2016-11-16 12:27:50.773,204
2016-11-16 12:30:13.435,201
2016-11-16 13:21:02.095,200
2016-11-16 13:00:19.961,201
2016-11-16 13:06:52.423,201
2016-11-16 13:01:02.358,201
2016-11-16 13:00:49.730,201
2016-11-16 13:07:36.600,201
2016-11-16 13:20:29.999,200
2016-11-16 13:10:08.585,201
2016-11-16 13:00:36.212,201
2016-11-16 13:23:42.345,204
2016-11-16 13:23:42.663,200
2016-11-16 13:21:20.803,200
2016-11-16 13:22:47.844,200
2016-11-16 13:23:36.736,204
2016-11-16 13:21:05.871,204
2016-11-16 13:21:28.113,200
2016-11-16 13:21:36.617,200
2016-11-16 13:22:44.112,200
2016-11-16 13:22:34.146,200
2016-11-17 08:54:53.083,201
2016-11-17 08:16:51.188,204
2016-11-17 08:15:18.432,201
2016-11-16 14:49:57.520,201
2016-11-16 14:59:13.723,201
2016-11-16 15:01:46.959,201
2016-11-16 14:51:07.934,201
2016-11-16 15:01:20.398,422
2016-11-16 14:49:54.421,201
2016-11-17 11:13:40.128,200
2016-11-17 11:13:40.263,404
2016-11-17 12:26:38.522,201
2016-11-17 11:18:47.401,201
2016-11-17 11:18:45.288,404
2016-11-17 11:19:15.966,201
2016-11-17 10:51:40.165,422
2016-11-17 11:01:09.976,201
2016-11-17 10:33:03.069,204
2016-11-17 10:31:17.581,201
2016-11-17 13:04:34.664,404
2016-11-17 13:04:35.297,201
2016-11-17 13:05:25.559,404
2016-11-17 13:22:05.870,201
2016-11-17 13:03:44.745,201
2016-11-17 13:03:42.911,201
2016-11-17 13:23:30.315,204
2016-11-17 13:03:32.206,201
2016-11-17 13:03:30.536,201
2016-11-17 13:04:20.705,201
2016-11-18 08:05:54.213,302
2016-11-18 08:05:54.390,200
2016-11-18 08:05:31.785,302
2016-11-18 07:39:22.198,302
2016-11-18 08:05:49.159,302
2016-11-18 08:05:49.192,200
2016-11-18 08:05:39.657,302
2016-11-18 07:39:18.926,302
2016-11-18 07:39:17.126,200
2016-11-18 07:25:16.720,201
2016-11-18 07:50:23.458,302
2016-11-18 08:13:45.961,200
2016-11-18 08:11:06.231,302
2016-11-18 08:11:06.293,200
2016-11-18 08:12:04.674,200
2016-11-18 08:12:51.739,200
2016-11-18 08:11:03.804,302
2016-11-18 08:11:20.296,302
2016-11-18 08:06:34.173,200
2016-11-18 08:31:20.524,201
